City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
471,Tautira,PF,-17.7333,-149.15,84.22,77,77,16.04,light rain
472,Janakkala,FI,60.9,24.6,33.66,99,100,3.53,overcast clouds
473,Rocha,UY,-34.4833,-54.3333,69.46,91,100,17.85,overcast clouds
474,Hofn,IS,64.2539,-15.2082,31.98,58,100,7.09,overcast clouds
475,Pierre,US,44.3683,-100.351,41.86,52,97,1.99,overcast clouds
476,Neiafu,TO,-18.65,-173.9833,82.85,74,17,9.17,few clouds
477,Fort Nelson,CA,58.8053,-122.7002,21.34,96,94,2.1,overcast clouds
478,Gambela,ET,8.25,34.5833,81.88,30,97,1.19,overcast clouds
479,Khorixas,NA,-20.3667,14.9667,76.78,52,68,4.74,broken clouds
480,Qaqortoq,GL,60.7167,-46.0333,18.1,73,97,17.52,overcast clouds
481,Adrar,MR,20.5022,-10.0711,65.89,17,56,7.16,broken clouds
482,Vieste,IT,41.8825,16.175,49.42,76,35,12.53,scattered clouds
483,Bac Lieu,VN,9.285,105.7244,76.39,84,69,7.2,broken clouds
484,Vangaindrano,MG,-23.35,47.6,71.8,86,99,2.35,light rain
485,Suda,RU,59.1525,37.5582,4.59,100,100,3.69,overcast clouds
486,Ust-Kuyga,RU,70.0167,135.6,-10.01,98,100,10.09,overcast clouds
487,Nizhniy Kuranakh,RU,58.8353,125.4869,-2.69,98,100,8.01,light snow
488,Gold Coast,AU,-28.0,153.4333,81.0,78,75,8.05,broken clouds
489,Fairbanks,US,64.8378,-147.7164,-1.91,78,87,2.06,overcast clouds
490,Novo Aripuana,BR,-5.1206,-60.3797,72.54,99,100,2.08,overcast clouds
491,Bam,IR,29.106,58.357,50.47,33,0,2.08,clear sky
492,Madimba,TZ,-10.4,40.3333,77.83,80,100,6.22,overcast clouds
493,Banikoara,BJ,11.2985,2.4386,71.98,18,0,7.99,clear sky
494,Beinamar,TD,8.6698,15.3813,70.43,22,49,4.7,scattered clouds
495,Kalangala,UG,-0.3089,32.225,69.15,67,15,13.15,few clouds
496,Sangar,RU,63.9242,127.4739,-21.12,92,100,4.0,overcast clouds
497,Hakui,JP,36.8833,136.7833,39.72,68,88,3.22,overcast clouds
498,Lagos,NG,6.5833,3.75,71.89,94,1,1.7,clear sky
499,Jalu,LY,29.0331,21.5482,47.5,68,7,7.45,clear sky
500,Paranhos,BR,-23.8928,-55.4311,70.47,92,74,4.12,broken clouds
501,Baleshwar,IN,21.4942,86.9317,61.99,76,6,10.36,clear sky
502,Jijiga,ET,9.35,42.8,55.67,30,1,6.93,clear sky
503,Effingham,US,32.3669,-81.3332,52.25,66,68,9.62,broken clouds
504,Simbahan,PH,6.3032,120.5836,81.07,84,81,12.26,broken clouds
505,Sampit,ID,-2.5333,112.95,76.96,89,99,3.22,overcast clouds
506,Pisco,PE,-13.7,-76.2167,70.02,83,60,5.64,broken clouds
507,Ystad,SE,55.4297,13.8204,42.94,89,99,20.71,overcast clouds
508,Grindavik,IS,63.8424,-22.4338,27.07,100,40,9.22,scattered clouds
509,Laredo,US,27.5064,-99.5075,64.4,50,34,3.33,scattered clouds
510,Lasa,IT,46.6166,10.7002,31.37,55,21,5.84,few clouds
511,Takoradi,GH,4.8845,-1.7554,78.94,88,0,6.31,clear sky
512,Sorland,NO,67.667,12.6934,38.41,77,97,12.1,overcast clouds
513,Trzebiatow,PL,54.0615,15.2648,41.86,87,100,21.72,overcast clouds
514,Brigantine,US,39.4101,-74.3646,27.01,46,0,6.91,clear sky
515,Mount Isa,AU,-20.7333,139.5,78.57,94,100,10.36,overcast clouds
516,Bahia Blanca,AR,-38.7196,-62.2724,64.09,55,2,12.35,clear sky
517,Trinidad,BO,-14.8333,-64.9,78.08,86,96,4.56,overcast clouds
518,Gondanglegi,ID,-7.7479,112.0132,77.2,89,100,1.14,overcast clouds
519,Yumen,CN,40.2833,97.2,17.29,48,69,7.47,broken clouds
520,Hualmay,PE,-11.0964,-77.6139,72.23,79,70,8.72,broken clouds
521,Shashi,CN,30.3072,112.2447,35.82,96,100,14.34,light rain
522,Northam,GB,51.0333,-4.2167,47.61,84,90,15.17,overcast clouds
523,Kavieng,PG,-2.5744,150.7967,83.97,75,88,8.93,light rain
524,Zemio,CF,5.0314,25.1361,70.5,32,99,2.64,overcast clouds
525,Porto Belo,BR,-27.1578,-48.5531,82.38,88,74,10.16,moderate rain
526,Tigil,RU,57.8,158.6667,-2.96,97,100,4.09,overcast clouds
527,Barstow,US,34.8986,-117.0228,59.49,20,0,7.05,clear sky
528,Talcahuano,CL,-36.7167,-73.1167,64.08,77,75,6.91,broken clouds
529,Coahuayana,MX,18.7333,-103.6833,80.1,56,97,3.94,overcast clouds
530,Djenne,ML,13.9061,-4.5533,72.46,11,88,10.0,overcast clouds
531,Shache,CN,38.4167,77.2406,25.72,56,17,3.02,few clouds
532,Genhe,CN,50.7833,121.5167,-19.08,100,100,1.74,overcast clouds
533,Meulaboh,ID,4.1363,96.1285,75.31,85,96,3.78,overcast clouds
534,Hornepayne,CA,49.2138,-84.7705,11.64,79,100,20.2,overcast clouds
535,Mauganj,IN,24.6833,81.8833,46.6,75,0,4.03,clear sky
536,Kismayo,SO,-0.3582,42.5454,76.8,78,75,14.7,broken clouds
537,Yatou,CN,37.15,122.3833,30.9,53,64,14.85,broken clouds
538,Alekseyevskoye,RU,55.3071,50.1135,2.08,97,100,6.31,overcast clouds
539,Lashio,MM,22.9333,97.75,51.8,97,67,1.01,broken clouds
540,Funchal,PT,32.6333,-16.9,60.71,84,40,3.0,scattered clouds
541,Porvoo,FI,60.3923,25.6651,34.92,98,100,9.86,light snow
542,Camacha,PT,33.0833,-16.3333,55.53,72,75,11.5,broken clouds
543,Orange Cove,US,36.6244,-119.3137,67.6,41,0,3.06,clear sky
544,Filingue,NE,14.3521,3.3168,66.45,14,49,14.54,scattered clouds
545,Xining,CN,36.6167,101.7667,16.41,78,100,0.96,overcast clouds
546,Lucapa,AO,-8.4192,20.7447,63.73,96,97,1.86,light rain
547,Saint-Francois,FR,46.4154,3.9054,26.67,93,100,3.44,fog
548,Capoeiras,BR,-8.7347,-36.6267,67.3,88,57,10.11,light rain
549,Manitouwadge,CA,49.1215,-85.8403,15.4,87,100,21.07,overcast clouds
550,Ikongo,MG,-21.8833,47.4333,66.76,95,95,1.03,light rain
551,Stavern,NO,59.0,10.0333,41.74,91,99,22.46,overcast clouds
552,Youhao,CN,47.8667,128.8333,-4.31,98,98,2.06,overcast clouds
553,Marystown,CA,47.1666,-55.1483,33.85,100,100,1.01,overcast clouds
554,Buala,SB,-8.145,159.5921,81.88,71,100,5.59,overcast clouds
555,Fare,PF,-16.7,-151.0167,80.73,77,72,16.93,broken clouds
556,Buncrana,IE,55.1333,-7.45,48.2,85,100,16.55,overcast clouds
557,Paamiut,GL,61.994,-49.6678,10.83,70,100,16.02,overcast clouds
558,Opuwo,NA,-18.0607,13.84,73.45,62,71,4.23,broken clouds
559,Manado,ID,1.487,124.8455,81.37,83,20,0.0,few clouds
560,Artyom,AZ,40.4723,50.333,42.94,84,57,10.96,broken clouds
561,Keflavik,IS,64.0049,-22.5624,29.52,100,40,9.22,scattered clouds
562,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.05,80,23,9.24,few clouds
563,Oktyabrskoye,RU,43.0645,44.7417,24.94,100,96,2.24,overcast clouds
564,College,US,64.8569,-147.8028,0.66,75,88,2.08,overcast clouds
565,Alekseyevskaya,RU,50.2896,42.1845,8.56,98,95,1.81,overcast clouds
566,Santa Cruz,BO,-17.8,-63.1667,84.09,55,100,11.23,overcast clouds
567,Quatre Cocos,MU,-20.2078,57.7625,75.94,70,43,9.06,scattered clouds
568,Jinka,ET,5.65,36.65,64.98,35,4,2.08,clear sky
569,Deniliquin,AU,-35.5333,144.9667,83.14,47,100,13.91,overcast clouds
570,Illapel,CL,-31.6308,-71.1653,69.49,64,0,4.54,clear sky
571,Camopi,GF,3.1655,-52.3158,71.42,99,76,2.73,broken clouds
572,Guinabsan,PH,8.8975,125.4161,78.75,84,50,6.93,scattered clouds
573,New Port Richey,US,28.2442,-82.7193,61.21,85,98,1.99,overcast clouds
574,La Ronge,CA,55.1001,-105.2842,11.97,83,100,12.86,overcast clouds
575,Muriti,TZ,-1.9833,32.9167,75.11,63,73,7.92,broken clouds
576,Kieta,PG,-6.2167,155.6333,80.87,82,100,4.16,light rain
577,Belebey,RU,54.1167,54.1167,13.96,95,100,12.24,snow
578,Pemangkat,ID,1.1667,108.9667,77.05,86,100,7.2,overcast clouds
579,Ozuluama,MX,21.6667,-97.85,64.85,74,100,2.75,overcast clouds
580,Svetlogorsk,BY,52.6333,29.7333,17.83,96,100,5.99,overcast clouds
581,Sakaiminato,JP,35.55,133.2333,46.15,57,100,2.53,overcast clouds
582,Preston,GB,53.7667,-2.7167,50.74,88,100,8.99,overcast clouds
583,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,0.77,93,33,1.9,scattered clouds
584,Henties Bay,NA,-22.116,14.2845,66.85,86,90,4.18,overcast clouds
585,Little Current,CA,45.9793,-81.9248,18.41,70,97,12.3,overcast clouds
586,Seymchan,RU,62.8833,152.4333,-37.86,100,89,0.78,overcast clouds
587,Haileybury,CA,47.449,-79.6373,3.49,87,88,11.97,overcast clouds
588,Ginda,IN,30.6945,78.4932,30.02,44,48,6.76,scattered clouds
589,Morrinhos,BR,-17.7311,-49.0994,68.16,91,64,2.98,broken clouds
590,Ewa Beach,US,21.3156,-158.0072,82.35,51,20,11.01,few clouds
591,Prieska,ZA,-29.6641,22.7474,83.25,24,40,1.52,scattered clouds
592,Kimberley,ZA,-28.7323,24.7623,72.57,48,100,8.99,overcast clouds
593,Aswan,EG,24.0934,32.907,47.23,44,0,14.58,clear sky
594,Esna,EG,25.2934,32.554,44.98,58,0,10.2,clear sky
595,Diego De Almagro,CL,-26.3667,-70.05,68.88,40,0,5.66,clear sky
596,Fonte Boa,BR,-2.4959,-66.2662,73.71,98,53,0.58,broken clouds
597,Shelburne,CA,44.0787,-80.2041,9.66,86,50,9.62,scattered clouds
598,Armidale,AU,-30.5167,151.65,63.81,89,100,4.9,overcast clouds
599,Porto Novo,BJ,6.4965,2.6036,75.06,82,1,4.54,clear sky
600,Aykhal,RU,66.0,111.5,-9.71,84,80,7.05,broken clouds
601,Sooke,CA,48.3746,-123.7276,44.19,86,60,9.44,broken clouds
602,Marihatag,PH,8.7936,126.2969,79.39,87,39,3.89,scattered clouds
603,Candelaria,PH,13.9311,121.4233,78.39,90,59,5.21,broken clouds
604,Villa Carlos Paz,AR,-31.4241,-64.4978,75.06,39,91,11.01,overcast clouds
605,Morant Bay,JM,17.8815,-76.4093,80.22,82,11,6.78,few clouds
606,Bekessamson,HU,46.4167,20.6333,31.1,95,73,4.25,broken clouds
607,Grand Gaube,MU,-20.0064,57.6608,77.47,66,14,10.47,few clouds
608,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,12.79,41,0,4.47,clear sky
609,Mata,PT,40.683,-7.4592,46.6,83,8,5.44,clear sky
610,Biloela,AU,-24.4167,150.5,84.85,54,94,6.73,overcast clouds
611,Talaya,RU,61.3833,152.75,-37.37,100,100,0.36,overcast clouds
612,Salym,RU,60.0625,71.4789,-0.98,98,98,4.83,overcast clouds
613,Shimoda,JP,34.6667,138.95,46.11,76,99,1.97,overcast clouds
614,Camapua,BR,-19.5314,-54.0439,80.31,65,89,4.85,overcast clouds
615,Romitan,UZ,39.9343,64.3814,33.75,80,0,6.91,clear sky
616,Medina Del Campo,ES,41.3124,-4.9141,39.94,74,1,5.35,clear sky
617,Bermeo,ES,43.4209,-2.7215,46.24,72,0,3.29,clear sky
618,Kysyl-Syr,RU,63.8986,122.7617,-11.74,100,99,3.65,overcast clouds
619,Agua Verde,MX,22.9,-106.05,75.29,62,70,9.15,broken clouds
620,Hokitika,NZ,-42.7167,170.9667,64.62,49,0,8.72,clear sky
621,Malanje,AO,-9.5402,16.341,62.65,98,100,3.11,overcast clouds
622,Blagoyevo,RU,63.3667,47.9167,1.02,100,96,3.69,overcast clouds
623,Katobu,ID,-4.9408,122.5276,81.03,79,98,4.07,overcast clouds
624,San Felipe,VE,10.3399,-68.7425,66.22,86,29,3.0,scattered clouds
625,Phalaborwa,ZA,-23.943,31.1411,69.96,93,100,6.15,light rain
626,Colares,PT,38.7992,-9.4469,56.28,56,75,7.0,broken clouds
627,Mandan,US,46.8267,-100.8896,35.58,84,100,25.32,overcast clouds
628,Chokwe,MZ,-24.5333,32.9833,73.98,94,98,4.38,overcast clouds
629,Adeje,ES,28.1227,-16.726,61.68,81,20,11.5,few clouds
630,Kovernino,RU,57.1253,43.8142,-4.58,100,99,3.18,light snow
631,Novokruchininskiy,RU,51.7833,113.7667,-25.4,100,67,2.89,broken clouds
632,Beira,MZ,-19.8436,34.8389,77.58,91,100,11.5,moderate rain
633,Port-Gentil,GA,-0.7193,8.7815,80.15,80,72,11.72,broken clouds
634,Acarau,BR,-2.8856,-40.12,78.01,86,100,10.16,overcast clouds
635,Linfen,CN,36.0889,111.5189,32.7,92,99,2.86,overcast clouds
636,Marzuq,YE,14.4,46.4667,57.74,72,0,2.71,clear sky
637,Santiago,CL,-33.4569,-70.6483,76.86,42,0,5.77,clear sky
638,Alipur Chatha,PK,32.2688,73.819,46.65,38,0,3.58,clear sky
639,Cabedelo,BR,-6.9811,-34.8339,79.47,79,35,12.53,scattered clouds
640,Campbell River,CA,50.0163,-125.2446,35.6,70,72,1.77,broken clouds
641,Szigetvar,HU,46.0486,17.8055,34.75,87,18,4.03,few clouds
642,Ilabaya,PE,-17.4208,-70.5133,66.51,78,89,4.41,overcast clouds
643,Jasper,US,37.2001,-94.3502,32.54,39,100,1.01,overcast clouds
644,Joao Pinheiro,BR,-17.7425,-46.1725,70.93,78,77,5.21,broken clouds
645,Mareeba,AU,-17.0,145.4333,81.48,93,97,1.92,light rain
646,Touros,BR,-5.1989,-35.4608,80.58,75,55,13.11,broken clouds
647,Mandalgovi,MN,45.7625,106.2708,-2.29,85,6,5.61,clear sky
648,Yangjiang,CN,21.85,111.9667,68.95,91,79,5.19,broken clouds
649,Ishigaki,JP,24.3448,124.1572,70.47,73,100,12.12,overcast clouds
650,Vestmannaeyjar,IS,63.4427,-20.2734,35.55,70,90,3.94,overcast clouds
651,Boguchany,RU,58.3814,97.4531,-10.05,100,99,2.48,overcast clouds
652,Semporna,MY,4.4818,118.6112,79.23,85,92,2.1,overcast clouds
653,Manicore,BR,-5.8092,-61.3003,72.1,99,100,1.36,overcast clouds
654,Palana,RU,59.1167,159.9667,1.78,92,100,12.35,overcast clouds
655,Kashi,CN,39.4547,75.9797,24.22,59,0,2.08,clear sky
656,Arinos,BR,-15.9169,-46.1056,70.0,90,89,1.28,heavy intensity rain
657,Panama City,PA,8.9936,-79.5197,80.55,71,20,8.05,few clouds
658,Izumo,JP,35.3667,132.7667,44.71,63,100,1.74,overcast clouds
659,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.23,97,100,1.21,overcast clouds
660,San Andres,CO,12.5847,-81.7006,80.62,69,75,10.36,broken clouds
661,Pimentel,PE,-6.8367,-79.9342,70.07,82,99,11.59,overcast clouds
662,Warrnambool,AU,-38.3833,142.4833,84.81,71,76,7.25,broken clouds
663,Aberdeen,GB,57.1437,-2.0981,50.49,68,40,18.41,scattered clouds
664,Honningsvag,NO,70.9821,25.9704,30.16,78,100,9.86,light snow
665,Shebunino,RU,46.4339,141.8603,20.75,73,99,7.83,overcast clouds
666,Camana,PE,-16.6228,-72.7111,71.83,80,90,6.06,overcast clouds
667,Kupang,ID,-10.1667,123.5833,84.78,84,75,9.22,broken clouds
668,Xixiang,CN,35.1628,112.865,32.77,85,99,1.43,light snow
669,San Angelo,US,31.4638,-100.437,41.97,66,100,1.01,overcast clouds
670,Guerrero Negro,MX,27.9769,-114.0611,66.56,42,100,8.32,overcast clouds
671,Pedernales,DO,18.0384,-71.744,76.15,73,0,8.34,clear sky
672,Nueva Helvecia,UY,-34.3,-57.2333,68.59,80,100,23.2,overcast clouds
673,High Level,CA,58.5169,-117.136,19.49,90,25,3.85,scattered clouds
674,Surgut,RU,61.25,73.4167,3.38,85,40,6.71,light snow
675,Santa Luzia,BR,-19.7697,-43.8514,72.5,86,55,3.6,broken clouds
676,Kant,IN,27.8,79.8,45.81,87,0,5.79,clear sky
677,Sabancuy,MX,18.9667,-91.1833,75.04,84,16,14.18,few clouds
678,Escarcega,MX,18.6089,-90.7454,75.69,76,78,5.84,broken clouds
679,Vallenar,CL,-28.5708,-70.7581,73.99,52,0,5.75,clear sky
680,Moerai,PF,-22.4333,-151.3333,80.31,79,100,13.85,overcast clouds
681,Greenwood,US,34.1668,-82.1165,46.09,66,0,3.44,clear sky
682,Tupelo,US,34.2576,-88.7034,38.25,34,0,5.01,clear sky
683,Samokov,BG,42.3333,23.55,25.3,93,64,4.12,broken clouds
684,Sarangani,PH,5.4033,125.4636,81.7,79,74,18.7,broken clouds
685,Nantucket,US,41.2835,-70.0995,24.96,61,31,19.84,scattered clouds
686,Southbridge,US,42.0751,-72.0334,18.95,43,25,1.01,scattered clouds
687,Rosarito,MX,32.3333,-117.0333,68.77,50,9,4.5,clear sky
688,Prince Rupert,CA,54.3161,-130.3201,40.51,83,100,1.59,overcast clouds
689,Coromandel,BR,-18.4733,-47.2003,66.13,90,63,3.09,broken clouds
690,Sorkjosen,NO,69.8,20.9333,24.13,76,99,4.5,light snow
691,Teguldet,RU,57.3064,88.1667,-4.16,100,98,1.79,overcast clouds
692,Te Anau,NZ,-45.4167,167.7167,58.32,48,48,4.18,scattered clouds
693,Dera Bugti,PK,29.0307,69.151,50.81,23,0,5.82,clear sky
694,Sitia,GR,35.2,26.0986,45.99,65,89,29.15,overcast clouds
695,Dharchula,IN,29.85,80.5333,37.22,77,80,5.86,broken clouds
696,Zhangye,CN,38.9342,100.4517,17.4,49,100,2.24,overcast clouds
697,Hedaru,TZ,-4.5,37.9,68.9,92,26,3.42,scattered clouds
698,Pathein,MM,16.7833,94.7333,65.07,85,4,3.85,clear sky
699,Moindou,NC,-21.6924,165.677,84.15,65,40,8.72,scattered clouds
700,Sorong,ID,-0.8833,131.25,82.81,76,100,8.25,overcast clouds
701,Thongwa,MM,16.7619,96.5278,69.96,64,2,5.44,clear sky
702,Kamsack,CA,51.5667,-101.9009,20.84,85,100,16.06,overcast clouds
703,Ilhabela,BR,-23.7781,-45.3581,77.7,88,26,6.2,scattered clouds
704,Ugoofaaru,MV,5.6667,73.0,78.94,62,94,9.28,overcast clouds
